original_row,row_hash,group_id,fold,split,multiclass_label,binary_label
24642,2461315488659907616,SQL_injection|segment01,2,train,SQL_injection,1
24643,15218093497051221907,SQL_injection|segment01,2,train,SQL_injection,1
24644,10731222343552629534,SQL_injection|segment01,2,train,SQL_injection,1
24645,10028498015546218765,SQL_injection|segment01,2,train,SQL_injection,1
24646,4281941073237522737,SQL_injection|segment01,2,train,SQL_injection,1
24647,15619157318183465616,SQL_injection|segment01,2,train,SQL_injection,1
24648,5077906040259960406,SQL_injection|segment01,2,train,SQL_injection,1
24649,17592042105772918614,SQL_injection|segment01,2,train,SQL_injection,1
24650,15007132124131751233,SQL_injection|segment01,2,train,SQL_injection,1
24651,8913367268728624559,SQL_injection|segment01,2,train,SQL_injection,1
24652,13051425770329658461,SQL_injection|segment01,2,train,SQL_injection,1
24653,8601839314494506772,SQL_injection|segment01,2,train,SQL_injection,1
24654,17097809374400717627,SQL_injection|segment01,2,train,SQL_injection,1
24655,10131267209405975071,SQL_injection|segment01,2,train,SQL_injection,1
24656,5005139690856715111,SQL_injection|segment01,2,train,SQL_injection,1
24657,14241954186870326985,SQL_injection|segment01,2,train,SQL_injection,1
24658,2129717745225543108,SQL_injection|segment01,2,train,SQL_injection,1
24659,11840369537916800383,SQL_injection|segment01,2,train,SQL_injection,1
24660,18112055419981651722,SQL_injection|segment01,2,train,SQL_injection,1
24661,14309775854189079954,SQL_injection|segment01,2,train,SQL_injection,1
24662,13411068976610814358,SQL_injection|segment01,2,train,SQL_injection,1
24663,12105077280238424164,SQL_injection|segment01,2,train,SQL_injection,1
24664,13873811420428718944,SQL_injection|segment01,2,train,SQL_injection,1
24665,9932126520635138464,SQL_injection|segment01,2,train,SQL_injection,1
24666,7042320294897492917,SQL_injection|segment01,2,train,SQL_injection,1
24667,13302548598874280880,SQL_injection|segment01,2,train,SQL_injection,1
24668,3121829180253795677,SQL_injection|segment01,2,train,SQL_injection,1
24669,7132782286900351111,SQL_injection|segment01,2,train,SQL_injection,1
24670,7322898645892545206,SQL_injection|segment01,2,train,SQL_injection,1
24671,9273450993977031502,SQL_injection|segment01,2,train,SQL_injection,1
24672,3058847509163253471,SQL_injection|segment01,2,train,SQL_injection,1
24673,14786495040689576415,SQL_injection|segment01,2,train,SQL_injection,1
24674,8339316509919583038,SQL_injection|segment01,2,train,SQL_injection,1
24675,5909303904769854987,SQL_injection|segment01,2,train,SQL_injection,1
24676,10224876541899368980,SQL_injection|segment01,2,train,SQL_injection,1
24677,6144415084036441759,SQL_injection|segment01,2,train,SQL_injection,1
24678,6209629546253864685,SQL_injection|segment01,2,train,SQL_injection,1
24679,17282726939200913869,SQL_injection|segment01,2,train,SQL_injection,1
24680,11948343575923264107,SQL_injection|segment01,2,train,SQL_injection,1
24681,16928078634522504186,SQL_injection|segment01,2,train,SQL_injection,1
24682,14856252782368730945,SQL_injection|segment01,2,train,SQL_injection,1
24683,18096016620543284390,SQL_injection|segment01,2,train,SQL_injection,1
24684,11059872444548747741,SQL_injection|segment01,2,train,SQL_injection,1
24685,18266434362782074324,SQL_injection|segment01,2,train,SQL_injection,1
24686,7077252534438483583,SQL_injection|segment01,2,train,SQL_injection,1
24687,11320215849043126258,SQL_injection|segment01,2,train,SQL_injection,1
24688,8380973721615451446,SQL_injection|segment01,2,train,SQL_injection,1
24689,3799658634177004258,SQL_injection|segment01,2,train,SQL_injection,1
24690,9954066928136652772,SQL_injection|segment01,2,train,SQL_injection,1
24691,9117959171478097718,SQL_injection|segment01,2,train,SQL_injection,1
24692,14204125912413130259,SQL_injection|segment01,2,train,SQL_injection,1
24693,4259994980918016753,SQL_injection|segment01,2,train,SQL_injection,1
24694,8099404722505994829,SQL_injection|segment01,2,train,SQL_injection,1
24695,5412267455192376656,SQL_injection|segment01,2,train,SQL_injection,1
24696,3786654447248377017,SQL_injection|segment01,2,train,SQL_injection,1
24697,15900736137065871779,SQL_injection|segment01,2,train,SQL_injection,1
24698,9785410039100942658,SQL_injection|segment01,2,train,SQL_injection,1
24699,1252920157544820575,SQL_injection|segment01,2,train,SQL_injection,1
24700,7709269076544421595,SQL_injection|segment01,2,train,SQL_injection,1
24701,8040442966459013525,SQL_injection|segment01,2,train,SQL_injection,1
24702,3650630101511071513,SQL_injection|segment01,2,train,SQL_injection,1
24703,15478337291667416319,SQL_injection|segment01,2,train,SQL_injection,1
24704,5842949779464007989,SQL_injection|segment01,2,train,SQL_injection,1
24705,17452125435525569913,SQL_injection|segment01,2,train,SQL_injection,1
24706,7026635402443917195,SQL_injection|segment01,2,train,SQL_injection,1
24707,15282103288398110179,SQL_injection|segment01,2,train,SQL_injection,1
24708,12298487813038158708,SQL_injection|segment01,2,train,SQL_injection,1
24709,8143360557844548387,SQL_injection|segment01,2,train,SQL_injection,1
24710,13843008664964508582,SQL_injection|segment01,2,train,SQL_injection,1
24711,15588323440211236926,SQL_injection|segment01,2,train,SQL_injection,1
24712,18290243966790852824,SQL_injection|segment01,2,train,SQL_injection,1
24713,16280880580549036011,SQL_injection|segment01,2,train,SQL_injection,1
24714,15710824283388962929,SQL_injection|segment01,2,train,SQL_injection,1
24715,10677003975698293971,SQL_injection|segment01,2,train,SQL_injection,1
24716,10736499151098427211,SQL_injection|segment01,2,train,SQL_injection,1
24717,6578313718382146449,SQL_injection|segment01,2,train,SQL_injection,1
24718,17604226279788332028,SQL_injection|segment01,2,train,SQL_injection,1
24719,13657295565661105955,SQL_injection|segment01,2,train,SQL_injection,1
24720,6244760943403597194,SQL_injection|segment01,2,train,SQL_injection,1
24721,13740464733950423160,SQL_injection|segment01,2,train,SQL_injection,1
24722,15069239015537918932,SQL_injection|segment01,2,train,SQL_injection,1
24723,16311352954444715087,SQL_injection|segment01,2,train,SQL_injection,1
24724,15334881573257561853,SQL_injection|segment01,2,train,SQL_injection,1
24725,4470137988370331791,SQL_injection|segment01,2,train,SQL_injection,1
24726,2412053788795428933,SQL_injection|segment01,2,train,SQL_injection,1
24727,12713951661101086485,SQL_injection|segment01,2,train,SQL_injection,1
24728,13656120853228201309,SQL_injection|segment01,2,train,SQL_injection,1
24729,2118246726318473887,SQL_injection|segment01,2,train,SQL_injection,1
24730,8757496691429580092,SQL_injection|segment01,2,train,SQL_injection,1
24731,17991619252582560521,SQL_injection|segment01,2,train,SQL_injection,1
24732,3684731585446851411,SQL_injection|segment01,2,train,SQL_injection,1
24733,16069352721812197051,SQL_injection|segment01,2,train,SQL_injection,1
24734,13655128374464094644,SQL_injection|segment01,2,train,SQL_injection,1
24735,8076774039593734824,SQL_injection|segment01,2,train,SQL_injection,1
24736,4319785255172284975,SQL_injection|segment01,2,train,SQL_injection,1
24737,3258036274420154776,SQL_injection|segment01,2,train,SQL_injection,1
24738,17269510560260424752,SQL_injection|segment01,2,train,SQL_injection,1
24739,17153278068127564016,SQL_injection|segment01,2,train,SQL_injection,1
24740,8328225815971797152,SQL_injection|segment01,2,train,SQL_injection,1
24741,15713923738688454288,SQL_injection|segment01,2,train,SQL_injection,1
24742,6575059973533765982,SQL_injection|segment01,2,train,SQL_injection,1
24743,1960017381864617926,SQL_injection|segment01,2,train,SQL_injection,1
24744,605220506218828068,SQL_injection|segment01,2,train,SQL_injection,1
24745,14737702911923579628,SQL_injection|segment01,2,train,SQL_injection,1
24746,11103758943896787725,SQL_injection|segment01,2,train,SQL_injection,1
24747,11870827432628129464,SQL_injection|segment01,2,train,SQL_injection,1
24748,12192422782666260302,SQL_injection|segment01,2,train,SQL_injection,1
24749,8362480647765989658,SQL_injection|segment01,2,train,SQL_injection,1
24750,10745901063031807805,SQL_injection|segment01,2,train,SQL_injection,1
24751,16197450043110260495,SQL_injection|segment01,2,train,SQL_injection,1
24752,11305236074185488267,SQL_injection|segment01,2,train,SQL_injection,1
24753,14030071711787243585,SQL_injection|segment01,2,train,SQL_injection,1
24754,10306381099578879829,SQL_injection|segment01,2,train,SQL_injection,1
24755,128181894073916157,SQL_injection|segment01,2,train,SQL_injection,1
24756,5156068608710735914,SQL_injection|segment01,2,train,SQL_injection,1
24757,18315741114080307389,SQL_injection|segment01,2,train,SQL_injection,1
24758,4074447165840553705,SQL_injection|segment01,2,train,SQL_injection,1
24759,4992054870940421709,SQL_injection|segment01,2,train,SQL_injection,1
24760,12515232134008666425,SQL_injection|segment01,2,train,SQL_injection,1
24761,11700906039626253753,SQL_injection|segment01,2,train,SQL_injection,1
24762,6657013032904709026,SQL_injection|segment01,2,train,SQL_injection,1
24763,9576324605645250775,SQL_injection|segment01,2,train,SQL_injection,1
24764,12133482676459852691,SQL_injection|segment01,2,train,SQL_injection,1
24765,8134317531254064925,SQL_injection|segment01,2,train,SQL_injection,1
24766,11006989956797384816,SQL_injection|segment01,2,train,SQL_injection,1
24767,7559974522459870659,SQL_injection|segment01,2,train,SQL_injection,1
24768,14378693134600752348,SQL_injection|segment01,2,train,SQL_injection,1
24769,6243650505849981051,SQL_injection|segment01,2,train,SQL_injection,1
24770,3239432270055171687,SQL_injection|segment01,2,train,SQL_injection,1
24771,3022569265468510069,SQL_injection|segment01,2,train,SQL_injection,1
24772,10404820548433697759,SQL_injection|segment01,2,train,SQL_injection,1
24773,11904969173389549583,SQL_injection|segment01,2,train,SQL_injection,1
24774,11864764650230518788,SQL_injection|segment01,2,train,SQL_injection,1
24775,7594239882969317344,SQL_injection|segment01,2,train,SQL_injection,1
24776,3899261751636343196,SQL_injection|segment01,2,train,SQL_injection,1
24777,7815813251662811142,SQL_injection|segment01,2,train,SQL_injection,1
24778,1419189697233990791,SQL_injection|segment01,2,train,SQL_injection,1
24779,16591609994750834556,SQL_injection|segment01,2,train,SQL_injection,1
24780,10721728891199798593,SQL_injection|segment01,2,train,SQL_injection,1
24781,4038255101233731668,SQL_injection|segment01,2,train,SQL_injection,1
24782,5405056906380891538,SQL_injection|segment01,2,train,SQL_injection,1
24783,11807404323679703344,SQL_injection|segment01,2,train,SQL_injection,1
24784,17240463512184853889,SQL_injection|segment01,2,train,SQL_injection,1
24785,10294541698712407005,SQL_injection|segment01,2,train,SQL_injection,1
24786,5322403522368638744,SQL_injection|segment01,2,train,SQL_injection,1
24787,1305366536545347203,SQL_injection|segment01,2,train,SQL_injection,1
24788,2273695264443338206,SQL_injection|segment01,2,train,SQL_injection,1
24789,3197652412596158284,SQL_injection|segment01,2,train,SQL_injection,1
24790,16976751126522615109,SQL_injection|segment01,2,train,SQL_injection,1
24791,7593738894158280675,SQL_injection|segment01,2,train,SQL_injection,1
24792,15771377815458216667,SQL_injection|segment01,2,train,SQL_injection,1
24793,9403854168923476914,SQL_injection|segment01,2,train,SQL_injection,1
24794,16918531138884205908,SQL_injection|segment01,2,train,SQL_injection,1
24795,17932795971111312833,SQL_injection|segment01,2,train,SQL_injection,1
24796,479507459474205490,SQL_injection|segment01,2,train,SQL_injection,1
24797,6492762142837327611,SQL_injection|segment01,2,train,SQL_injection,1
24798,15652438984392452117,SQL_injection|segment01,2,train,SQL_injection,1
24799,17088780301810541666,SQL_injection|segment01,2,train,SQL_injection,1
24800,3737469721278278121,SQL_injection|segment01,2,train,SQL_injection,1
24801,1708129530077518897,SQL_injection|segment01,2,train,SQL_injection,1
24802,11861687244364124216,SQL_injection|segment01,2,train,SQL_injection,1
24803,10584963456077172810,SQL_injection|segment01,2,train,SQL_injection,1
24804,12287287601434551862,SQL_injection|segment01,2,train,SQL_injection,1
24805,8416013535084795362,SQL_injection|segment01,2,train,SQL_injection,1
24806,14652659976546429874,SQL_injection|segment01,2,train,SQL_injection,1
24807,14927217616057019432,SQL_injection|segment01,2,train,SQL_injection,1
24808,15633133208777897619,SQL_injection|segment01,2,train,SQL_injection,1
24809,14818981996638159231,SQL_injection|segment01,2,train,SQL_injection,1
24810,7423034791943723691,SQL_injection|segment01,2,train,SQL_injection,1
24811,10079389582334698660,SQL_injection|segment01,2,train,SQL_injection,1
24812,2685920595541673342,SQL_injection|segment01,2,train,SQL_injection,1
24813,15722732461626865137,SQL_injection|segment01,2,train,SQL_injection,1
24814,10683289723085434966,SQL_injection|segment01,2,train,SQL_injection,1
24815,10077278514979220275,SQL_injection|segment01,2,train,SQL_injection,1
24816,640495891466383912,SQL_injection|segment01,2,train,SQL_injection,1
24817,13011978650924814805,SQL_injection|segment01,2,train,SQL_injection,1
24818,906818151508445283,SQL_injection|segment01,2,train,SQL_injection,1
24819,7067426225644300137,SQL_injection|segment01,2,train,SQL_injection,1
24820,15557650219158621433,SQL_injection|segment01,2,train,SQL_injection,1
24821,3591598009414090410,SQL_injection|segment01,2,train,SQL_injection,1
24822,7643935780792990368,SQL_injection|segment01,2,train,SQL_injection,1
24823,8544280520358351682,SQL_injection|segment01,2,train,SQL_injection,1
24824,2882636141190008906,SQL_injection|segment01,2,train,SQL_injection,1
24825,17201807708679822752,SQL_injection|segment01,2,train,SQL_injection,1
24826,7394548554579946076,SQL_injection|segment01,2,train,SQL_injection,1
24827,16254420374175710581,SQL_injection|segment01,2,train,SQL_injection,1
24828,5119923267705989846,SQL_injection|segment01,2,train,SQL_injection,1
24829,10390881792909192693,SQL_injection|segment01,2,train,SQL_injection,1
24830,10107692297401023106,SQL_injection|segment01,2,train,SQL_injection,1
24831,8608985331444209056,SQL_injection|segment01,2,train,SQL_injection,1
24832,15946241958610040890,SQL_injection|segment01,2,train,SQL_injection,1
24833,2867745378451086048,SQL_injection|segment01,2,train,SQL_injection,1
24834,5644564932857556225,SQL_injection|segment01,2,train,SQL_injection,1
24835,16282285297677111911,SQL_injection|segment01,2,train,SQL_injection,1
24836,1315747036720937197,SQL_injection|segment01,2,train,SQL_injection,1
24837,14795254113807053161,SQL_injection|segment01,2,train,SQL_injection,1
24838,17488195648845054803,SQL_injection|segment01,2,train,SQL_injection,1
24839,12319357263771723746,SQL_injection|segment01,2,train,SQL_injection,1
24840,5581802040004213188,SQL_injection|segment01,2,train,SQL_injection,1
24841,13999627957818501916,SQL_injection|segment01,2,train,SQL_injection,1
24842,3952837569174162988,SQL_injection|segment01,2,train,SQL_injection,1
24843,8327651524352581161,SQL_injection|segment01,2,train,SQL_injection,1
24844,6002474690382142884,SQL_injection|segment01,2,train,SQL_injection,1
24845,13352216573986138791,SQL_injection|segment01,2,train,SQL_injection,1
24846,16285332406066201786,SQL_injection|segment01,2,train,SQL_injection,1
24847,3632307580680036364,SQL_injection|segment01,2,train,SQL_injection,1
24848,8900234677178079366,SQL_injection|segment01,2,train,SQL_injection,1
24849,16260994178484275752,SQL_injection|segment01,2,train,SQL_injection,1
24850,10300004575530111340,SQL_injection|segment01,2,train,SQL_injection,1
24851,16039083839765344412,SQL_injection|segment01,2,train,SQL_injection,1
24852,8307265904507587061,SQL_injection|segment01,2,train,SQL_injection,1
24853,235306670700432182,SQL_injection|segment01,2,train,SQL_injection,1
24854,11949387585841863329,SQL_injection|segment01,2,train,SQL_injection,1
24855,7051185637364332523,SQL_injection|segment01,2,train,SQL_injection,1
24856,17355671193056880537,SQL_injection|segment01,2,train,SQL_injection,1
24857,12381889894324790092,SQL_injection|segment01,2,train,SQL_injection,1
24858,7320743156368874757,SQL_injection|segment01,2,train,SQL_injection,1
24859,1325620504877280033,SQL_injection|segment01,2,train,SQL_injection,1
24860,5652378999577770539,SQL_injection|segment01,2,train,SQL_injection,1
24861,991144865351772134,SQL_injection|segment01,2,train,SQL_injection,1
24862,12243662199993127844,SQL_injection|segment01,2,train,SQL_injection,1
24863,6304768666449080248,SQL_injection|segment01,2,train,SQL_injection,1
24864,17713435619843706489,SQL_injection|segment01,2,train,SQL_injection,1
24865,3618722683377935912,SQL_injection|segment01,2,train,SQL_injection,1
24866,10513953012524794745,SQL_injection|segment01,2,train,SQL_injection,1
24867,5631711930185015219,SQL_injection|segment01,2,train,SQL_injection,1
24868,12977518742338539748,SQL_injection|segment01,2,train,SQL_injection,1
24869,10042567956680936734,SQL_injection|segment01,2,train,SQL_injection,1
24870,898521012481680736,SQL_injection|segment01,2,train,SQL_injection,1
24871,179086042938207734,SQL_injection|segment01,2,train,SQL_injection,1
24872,4517374170668459697,SQL_injection|segment01,2,train,SQL_injection,1
24873,7709360970468395849,SQL_injection|segment01,2,train,SQL_injection,1
24874,14698311305160112169,SQL_injection|segment01,2,train,SQL_injection,1
24875,17474249740087506538,SQL_injection|segment01,2,train,SQL_injection,1
24876,9256521090195621470,SQL_injection|segment01,2,train,SQL_injection,1
24877,14798708557710551699,SQL_injection|segment01,2,train,SQL_injection,1
24878,4300561850796189532,SQL_injection|segment01,2,train,SQL_injection,1
24879,8661396257988672944,SQL_injection|segment01,2,train,SQL_injection,1
24880,5556950608664793451,SQL_injection|segment01,2,train,SQL_injection,1
24881,13131072057644787425,SQL_injection|segment01,2,train,SQL_injection,1
24882,10024102633992756454,SQL_injection|segment01,2,train,SQL_injection,1
24883,74765105235982956,SQL_injection|segment01,2,train,SQL_injection,1
24884,2305463884484809518,SQL_injection|segment01,2,train,SQL_injection,1
24885,1048124387655106375,SQL_injection|segment01,2,train,SQL_injection,1
24886,11923204858968073416,SQL_injection|segment01,2,train,SQL_injection,1
24887,17153501873340983408,SQL_injection|segment01,2,train,SQL_injection,1
24888,2625088560289061598,SQL_injection|segment01,2,train,SQL_injection,1
24889,6602423484104354165,SQL_injection|segment01,2,train,SQL_injection,1
24890,1526997838297743410,SQL_injection|segment01,2,train,SQL_injection,1
24891,15481027344688522679,SQL_injection|segment01,2,train,SQL_injection,1
24892,3833005221023255175,SQL_injection|segment01,2,train,SQL_injection,1
24893,17949222374023189266,SQL_injection|segment01,2,train,SQL_injection,1
24894,12649057039848830422,SQL_injection|segment01,2,train,SQL_injection,1
24895,3922356571327480329,SQL_injection|segment01,2,train,SQL_injection,1
24896,1787194859075026091,SQL_injection|segment01,2,train,SQL_injection,1
24897,17485158651479894585,SQL_injection|segment01,2,train,SQL_injection,1
24898,3123928149445328820,SQL_injection|segment01,2,train,SQL_injection,1
24899,1542050376788042508,SQL_injection|segment01,2,train,SQL_injection,1
24900,5469960271954157344,SQL_injection|segment01,2,train,SQL_injection,1
24901,5735552835717860924,SQL_injection|segment01,2,train,SQL_injection,1
24902,8394872111898556168,SQL_injection|segment01,2,train,SQL_injection,1
24903,18374377217351624863,SQL_injection|segment01,2,train,SQL_injection,1
24904,14674116561210335539,SQL_injection|segment01,2,train,SQL_injection,1
24905,7853366873954482544,SQL_injection|segment01,2,train,SQL_injection,1
24906,16067438079552300900,SQL_injection|segment01,2,train,SQL_injection,1
24907,4379970137493744815,SQL_injection|segment01,2,train,SQL_injection,1
24908,16018427077252285080,SQL_injection|segment01,2,train,SQL_injection,1
24909,7838393713686034462,SQL_injection|segment01,2,train,SQL_injection,1
24910,1735367476533912243,SQL_injection|segment01,2,train,SQL_injection,1
24911,14944959630232611086,SQL_injection|segment01,2,train,SQL_injection,1
24912,12916389296504708926,SQL_injection|segment01,2,train,SQL_injection,1
24913,10569281086039574305,SQL_injection|segment01,2,train,SQL_injection,1
24914,3853852870371002572,SQL_injection|segment01,2,train,SQL_injection,1
24915,7635780861461640659,SQL_injection|segment01,2,train,SQL_injection,1
24916,6708331430397368671,SQL_injection|segment01,2,train,SQL_injection,1
24917,8463339558816696454,SQL_injection|segment01,2,train,SQL_injection,1
24918,14387100221191755729,SQL_injection|segment01,2,train,SQL_injection,1
24919,15240907376147793251,SQL_injection|segment01,2,train,SQL_injection,1
24920,1493923393753832232,SQL_injection|segment01,2,train,SQL_injection,1
24921,2147354686473387283,SQL_injection|segment01,2,train,SQL_injection,1
24922,14572082517571892812,SQL_injection|segment01,2,train,SQL_injection,1
24923,5623901205962820624,SQL_injection|segment01,2,train,SQL_injection,1
24924,4868721547445042089,SQL_injection|segment01,2,train,SQL_injection,1
24925,11423978406589369123,SQL_injection|segment01,2,train,SQL_injection,1
24926,11523518354426592204,SQL_injection|segment01,2,train,SQL_injection,1
24927,10738524754286561012,SQL_injection|segment01,2,train,SQL_injection,1
24928,1104086583196216131,SQL_injection|segment01,2,train,SQL_injection,1
24929,7251345130668321105,SQL_injection|segment01,2,train,SQL_injection,1
24930,13921830803579594559,SQL_injection|segment01,2,train,SQL_injection,1
24931,15509576593547035323,SQL_injection|segment01,2,train,SQL_injection,1
24932,16634299590068280531,SQL_injection|segment01,2,train,SQL_injection,1
24933,14305754700776709672,SQL_injection|segment01,2,train,SQL_injection,1
24934,10448673293539231761,SQL_injection|segment01,2,train,SQL_injection,1
24935,13473388289511964210,SQL_injection|segment01,2,train,SQL_injection,1
24936,9506797732302684922,SQL_injection|segment01,2,train,SQL_injection,1
24937,838249843163894468,SQL_injection|segment01,2,train,SQL_injection,1
24938,10178321727559311945,SQL_injection|segment01,2,train,SQL_injection,1
24939,2601719391328587111,SQL_injection|segment01,2,train,SQL_injection,1
24940,4029535254543822590,SQL_injection|segment01,2,train,SQL_injection,1
24941,3293958802274097600,SQL_injection|segment01,2,train,SQL_injection,1
24942,3469758247312115361,SQL_injection|segment01,2,train,SQL_injection,1
24943,10396771571350336639,SQL_injection|segment01,2,train,SQL_injection,1
24944,8388580399575390982,SQL_injection|segment01,2,train,SQL_injection,1
24945,3549930029044605925,SQL_injection|segment01,2,train,SQL_injection,1
24946,17848669287351436874,SQL_injection|segment01,2,train,SQL_injection,1
24947,14677856897983880387,SQL_injection|segment01,2,train,SQL_injection,1
24948,11560593575729234223,SQL_injection|segment01,2,train,SQL_injection,1
24949,9139283850235447971,SQL_injection|segment01,2,train,SQL_injection,1
24950,6818580367976086541,SQL_injection|segment01,2,train,SQL_injection,1
24951,13738053024306367567,SQL_injection|segment01,2,train,SQL_injection,1
24952,2440593213383458036,SQL_injection|segment01,2,train,SQL_injection,1
24953,3585353905302209012,SQL_injection|segment01,2,train,SQL_injection,1
24954,8768873714198806818,SQL_injection|segment01,2,train,SQL_injection,1
24955,8701535355730327446,SQL_injection|segment01,2,train,SQL_injection,1
24956,10005961127861846176,SQL_injection|segment01,2,train,SQL_injection,1
24957,2333316087086780501,SQL_injection|segment01,2,train,SQL_injection,1
24958,15021227577138671772,SQL_injection|segment01,2,train,SQL_injection,1
24959,905131550072201544,SQL_injection|segment01,2,train,SQL_injection,1
24960,1254013386370114346,SQL_injection|segment01,2,train,SQL_injection,1
24961,10844363220971929535,SQL_injection|segment01,2,train,SQL_injection,1
24962,20738791875127690,SQL_injection|segment01,2,train,SQL_injection,1
24963,13544707938171977208,SQL_injection|segment01,2,train,SQL_injection,1
24964,9483089775551500622,SQL_injection|segment01,2,train,SQL_injection,1
24965,6312694144224817323,SQL_injection|segment01,2,train,SQL_injection,1
24966,13623726698826046004,SQL_injection|segment01,2,train,SQL_injection,1
24967,11434884766071902565,SQL_injection|segment01,2,train,SQL_injection,1
24968,14049558377753162656,SQL_injection|segment01,2,train,SQL_injection,1
24969,8822438239825807047,SQL_injection|segment01,2,train,SQL_injection,1
24970,12777120959297521871,SQL_injection|segment01,2,train,SQL_injection,1
24971,7690467942346419453,SQL_injection|segment01,2,train,SQL_injection,1
24972,10938322622179402478,SQL_injection|segment01,2,train,SQL_injection,1
24973,2149563224696005028,SQL_injection|segment01,2,train,SQL_injection,1
24974,15359633635264254330,SQL_injection|segment01,2,train,SQL_injection,1
24975,4452020593432518650,SQL_injection|segment01,2,train,SQL_injection,1
24976,501995362630426017,SQL_injection|segment01,2,train,SQL_injection,1
24977,17239166158437241258,SQL_injection|segment01,2,train,SQL_injection,1
24978,15196923284870267779,SQL_injection|segment01,2,train,SQL_injection,1
24979,13659230432357999383,SQL_injection|segment01,2,train,SQL_injection,1
24980,15010463940840813588,SQL_injection|segment01,2,train,SQL_injection,1
24981,6586173863919300627,SQL_injection|segment01,2,train,SQL_injection,1
24982,11882503391977161394,SQL_injection|segment01,2,train,SQL_injection,1
24983,12517105495386495494,SQL_injection|segment01,2,train,SQL_injection,1
24984,14802971026315022624,SQL_injection|segment01,2,train,SQL_injection,1
24985,16111556335096103307,SQL_injection|segment01,2,train,SQL_injection,1
24986,1141510475662229865,SQL_injection|segment01,2,train,SQL_injection,1
24987,16891385673703422859,SQL_injection|segment01,2,train,SQL_injection,1
24988,3333730802009857115,SQL_injection|segment01,2,train,SQL_injection,1
24989,9719508968186594416,SQL_injection|segment01,2,train,SQL_injection,1
24990,855942210436290290,SQL_injection|segment01,2,train,SQL_injection,1
24991,956414894996948474,SQL_injection|segment01,2,train,SQL_injection,1
24992,11210565189444128056,SQL_injection|segment01,2,train,SQL_injection,1
24993,18112546642873036833,SQL_injection|segment01,2,train,SQL_injection,1
24994,16200886857104118480,SQL_injection|segment01,2,train,SQL_injection,1
24995,12505694107914772899,SQL_injection|segment01,2,train,SQL_injection,1
24996,3090723845142728972,SQL_injection|segment01,2,train,SQL_injection,1
24997,8015412873998313645,SQL_injection|segment01,2,train,SQL_injection,1
24998,17617998041520437009,SQL_injection|segment01,2,train,SQL_injection,1
24999,3244749690245044435,SQL_injection|segment01,2,train,SQL_injection,1
25000,8131722723453902647,SQL_injection|segment01,2,train,SQL_injection,1
25001,10285571187541150392,SQL_injection|segment01,2,train,SQL_injection,1
25002,7573931373852192191,SQL_injection|segment01,2,train,SQL_injection,1
25003,13487079507719494598,SQL_injection|segment01,2,train,SQL_injection,1
25004,17081830564792757780,SQL_injection|segment01,2,train,SQL_injection,1
25005,13298270004143089785,SQL_injection|segment01,2,train,SQL_injection,1
25006,8239168788821464353,SQL_injection|segment01,2,train,SQL_injection,1
25007,11151517705282089005,SQL_injection|segment01,2,train,SQL_injection,1
25008,11997048353430914620,SQL_injection|segment01,2,train,SQL_injection,1
25009,9044724816501203558,SQL_injection|segment01,2,train,SQL_injection,1
25010,11783841932643672602,SQL_injection|segment01,2,train,SQL_injection,1
25011,12426676447316978423,SQL_injection|segment01,2,train,SQL_injection,1
25012,7644416942067940076,SQL_injection|segment01,2,train,SQL_injection,1
25013,18100998734717161312,SQL_injection|segment01,2,train,SQL_injection,1
25014,2221582694280723599,SQL_injection|segment01,2,train,SQL_injection,1
25015,5536563324255411048,SQL_injection|segment01,2,train,SQL_injection,1
25016,6229093348037089573,SQL_injection|segment01,2,train,SQL_injection,1
25017,8486007078994547188,SQL_injection|segment01,2,train,SQL_injection,1
25018,190318092737862058,SQL_injection|segment01,2,train,SQL_injection,1
25019,10130963246439800183,SQL_injection|segment01,2,train,SQL_injection,1
25020,6036050745550906308,SQL_injection|segment01,2,train,SQL_injection,1
25021,496385714780368515,SQL_injection|segment01,2,train,SQL_injection,1
25022,16615805028352091025,SQL_injection|segment01,2,train,SQL_injection,1
25023,11793961381795921280,SQL_injection|segment01,2,train,SQL_injection,1
25024,450744008477165331,SQL_injection|segment01,2,train,SQL_injection,1
25025,7450887644840265872,SQL_injection|segment01,2,train,SQL_injection,1
25026,4946398232169036670,SQL_injection|segment01,2,train,SQL_injection,1
25027,16300377205384318785,SQL_injection|segment01,2,train,SQL_injection,1
25028,18117909119608379641,SQL_injection|segment01,2,train,SQL_injection,1
25029,5079938124210440562,SQL_injection|segment01,2,train,SQL_injection,1
25030,16101085496329057793,SQL_injection|segment01,2,train,SQL_injection,1
25031,12308167936362414717,SQL_injection|segment01,2,train,SQL_injection,1
25032,9462500333621903807,SQL_injection|segment01,2,train,SQL_injection,1
25033,10608663318340886297,SQL_injection|segment01,2,train,SQL_injection,1
25034,3828510616693566051,SQL_injection|segment01,2,train,SQL_injection,1
25035,14943198328201429301,SQL_injection|segment01,2,train,SQL_injection,1
25036,5692125683532009786,SQL_injection|segment01,2,train,SQL_injection,1
25037,193947912030623463,SQL_injection|segment01,2,train,SQL_injection,1
25038,5231169089657801509,SQL_injection|segment01,2,train,SQL_injection,1
25039,18293665123493942856,SQL_injection|segment01,2,train,SQL_injection,1
25040,10749190321850925758,SQL_injection|segment01,2,train,SQL_injection,1
